"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"420","Mar","2009","Nizamuddin","rsd",7,50,405,1184
"421","Mar","2009","Nizamuddin","rsd",6.5,53.2,301,759
"422","Mar","2009","Nizamuddin","rsd",5,51.2,367,799
"423","Feb","2009","Nizamuddin","rsd",5.8,53.3,353,550
"424","Sep","2009","Nizamuddin","rsd",6.5,47.2,366,523
"425","Apr","2009","Nizamuddin","rsd",6.2,46.5,327,486
"426","Apr","2009","Nizamuddin","rsd",6.2,57.3,315,450
"427","Apr","2009","Nizamuddin","rsd",5.5,57,260,540
"428","Apr","2009","Nizamuddin","rsd",5.5,58.8,NA,847
"429","Apr","2009","Nizamuddin","rsd",4.2,43,297,817
"430","Dec","2009","Nizamuddin","rsd",4.7,56.7,134,375
"431","May","2009","Nizamuddin","rsd",4.5,49.5,256,474
"432","May","2009","Nizamuddin","rsd",4.8,46.5,396,732
"433","May","2009","Nizamuddin","rsd",5.2,51.2,281,507
"434","May","2009","Nizamuddin","rsd",4.2,42.3,185,595
"435","Mar","2009","Nizamuddin","rsd",5.8,54.8,265,844
"436","Aug","2009","Nizamuddin","rsd",5.3,50.5,221,489
"437","Nov","2009","Nizamuddin","rsd",5.7,54.3,178,521
"438","Jun","2009","Nizamuddin","rsd",6.3,56,283,595
"439","Jun","2009","Nizamuddin","rsd",6,65,404,774
"440","Jun","2009","Nizamuddin","rsd",5.5,58,506,863
"441","Jun","2009","Nizamuddin","rsd",4.7,54.2,445,634
"442","Mar","2009","Nizamuddin","rsd",5.8,57.8,362,542
"443","Aug","2009","Nizamuddin","rsd",5.7,57.5,127,333
"444","Jul","2009","Nizamuddin","rsd",6,61.5,251,496
"445","Jul","2009","Nizamuddin","rsd",5.5,61,200,331
"446","Jul","2009","Nizamuddin","rsd",6.2,61.5,369,476
"447","Jul","2009","Nizamuddin","rsd",5.8,57.5,359,439
"448","Jul","2009","Nizamuddin","rsd",6.2,62.7,190,411
"449","Apr","2009","Nizamuddin","rsd",6.2,53.2,158,357
"450","Jul","2009","Nizamuddin","rsd",5.2,54.3,94,311
"451","Dec","2009","Nizamuddin","rsd",6.8,54.2,169,341
"452","Aug","2009","Nizamuddin","rsd",5.7,50.2,192,316
"453","Aug","2009","Nizamuddin","rsd",5,47.2,197,330
"454","Aug","2009","Nizamuddin","rsd",6,49.5,51,174
"455","Feb","2009","Nizamuddin","rsd",4.7,46.2,71,264
"456","Jul","2009","Nizamuddin","rsd",5.3,48.8,110,283
"457","Sep","2009","Nizamuddin","rsd",4.5,48.2,129,308
"458","Sep","2009","Nizamuddin","rsd",4.8,52.3,219,392
"459","Sep","2009","Nizamuddin","rsd",4.3,50.8,430,629
"460","Jan","2009","Nizamuddin","rsd",4.5,53.8,141,407
"461","Jul","2009","Nizamuddin","rsd",5.5,54.3,266,463
"462","Dec","2009","Nizamuddin","rsd",NA,NA,365,NA
"463","Oct","2009","Nizamuddin","rsd",4.8,54.8,274,704
"464","Oct","2009","Nizamuddin","rsd",4.2,51.3,241,443
"465","Oct","2009","Nizamuddin","rsd",5.3,60.8,330,483
"466","Oct","2009","Nizamuddin","rsd",4.2,50,336,501
"467","Apr","2009","Nizamuddin","rsd",5.8,68.3,273,505
"468","Sep","2009","Nizamuddin","rsd",5,49.2,220,434
"469","Dec","2009","Nizamuddin","rsd",5.5,57.8,300,663
"470","Nov","2009","Nizamuddin","rsd",4.3,51.8,334,460
"471","Nov","2009","Nizamuddin","rsd",5.3,53.8,205,330
"472","Nov","2009","Nizamuddin","rsd",4.7,54.5,417,562
"473","Feb","2009","Pritampura","rsd",4.5,56.2,315,618
"474","Jul","2009","Pritampura","rsd",4,33.8,143,312
"475","Jan","2009","Pritampura","rsd",4.5,36,192,375
"476","Jan","2009","Pritampura","rsd",4.5,45.8,235,531
"477","Jan","2009","Pritampura","rsd",4.2,40.7,141,258
"478","Jan","2009","Pritampura","rsd",4.8,38,141,302
"479","Feb","2009","Pritampura","rsd",4.3,39.3,159,340
"480","May","2009","Pritampura","rsd",4.3,42.3,237,519
"481","Oct","2009","Pritampura","rsd",4.3,34.8,260,681
"482","Feb","2009","Pritampura","rsd",4,30.7,226,388
"483","Feb","2009","Pritampura","rsd",4,30.2,180,388
"484","Feb","2009","Pritampura","rsd",4,26.7,156,403
"485","Feb","2009","Pritampura","rsd",4,26.2,160,336
"486","Apr","2009","Pritampura","rsd",4.2,29.7,222,462
"487","Sep","2009","Pritampura","rsd",4.5,35,210,432
"488","Mar","2009","Pritampura","rsd",4.5,36.7,236,560
"489","Mar","2009","Pritampura","rsd",4.5,42.5,213,528
"490","Mar","2009","Pritampura","rsd",4,34.2,208,442
"491","Mar","2009","Pritampura","rsd",4.2,35,194,407
"492","Feb","2009","Pritampura","rsd",4.5,32.5,221,495
"493","Sep","2009","Pritampura","rsd",4.2,29.5,181,334
"494","Apr","2009","Pritampura","rsd",4,28.5,200,418
"495","Apr","2009","Pritampura","rsd",4,23.7,203,445
"496","Apr","2009","Pritampura","rsd",4,25.5,215,432
"497","Apr","2009","Pritampura","rsd",4,28.3,220,604
"498","Apr","2009","Pritampura","rsd",4,17.2,161,318
"499","Dec","2009","Pritampura","rsd",4,26.8,188,567
"500","May","2009","Pritampura","rsd",4,27.5,233,572
"501","May","2009","Pritampura","rsd",4.2,24,142,385
"502","May","2009","Pritampura","rsd",4,21.3,128,341
"503","Mar","2009","Pritampura","rsd",4,22.8,121,347
"504","Aug","2009","Pritampura","rsd",4.2,27.5,167,432
"505","Nov","2009","Pritampura","rsd",4,28,146,349
"506","Jun","2009","Pritampura","rsd",4,26.7,199,339
"507","Jun","2009","Pritampura","rsd",4.3,34.3,204,473
"508","Jun","2009","Pritampura","rsd",4.2,31,213,498
"509","Jun","2009","Pritampura","rsd",4,26,155,419
"510","Mar","2009","Pritampura","rsd",4,32,166,416
"511","Aug","2009","Pritampura","rsd",4,22,122,319
"512","Jul","2009","Pritampura","rsd",4,23,128,340
"513","Jul","2009","Pritampura","rsd",4,28.2,131,297
"514","Jul","2009","Pritampura","rsd",4,25,152,312
"515","Jul","2009","Pritampura","rsd",4,29.5,139,330
"516","Jul","2009","Pritampura","rsd",4,25.7,112,292
"517","Apr","2009","Pritampura","rsd",4,24.8,171,402
"518","Jul","2009","Pritampura","rsd",4,29.2,119,368
"519","Dec","2009","Pritampura","rsd",4,26.7,129,331
"520","Aug","2009","Pritampura","rsd",4,31.8,141,359
"521","Aug","2009","Pritampura","rsd",4,24.7,111,232
"522","Aug","2009","Pritampura","rsd",4,31.8,82,252
"523","Feb","2009","Pritampura","rsd",4.2,28.7,111,315
"524","Jul","2009","Pritampura","rsd",4,29.2,94,300
"525","Sep","2009","Pritampura","rsd",4,33.5,168,528
"526","Sep","2009","Pritampura","rsd",4,25.2,132,361
"527","Sep","2009","Pritampura","rsd",4,30.2,168,423
"528","Jan","2009","Pritampura","rsd",5.2,41.8,166,382
"529","Jul","2009","Pritampura","rsd",4,39,157,334
"530","Dec","2009","Pritampura","rsd",4,32.5,NA,490
"531","Oct","2009","Pritampura","rsd",4.5,36.2,223,571
"532","Oct","2009","Pritampura","rsd",4.7,35,165,372
"533","Oct","2009","Pritampura","rsd",4.3,41.2,222,472
"534","Apr","2009","Pritampura","rsd",4,30.8,111,358
"535","Sep","2009","Pritampura","rsd",4.2,40.8,137,358
"536","Dec","2009","Pritampura","rsd",4,36.7,313,642
"537","Nov","2009","Pritampura","rsd",4.5,43.2,258,600
"538","Nov","2009","Pritampura","rsd",4.2,36.8,323,544
"539","Nov","2009","Pritampura","rsd",4.3,42.3,132,371
"540","May","2009","Siri Fort","rsd",7.8,57.5,411,542
"541","Sep","2009","Siri Fort","rsd",5.3,47.7,341,461
"542","Jan","2009","Siri Fort","rsd",6.2,51,408,547
"543","Jan","2009","Siri Fort","rsd",6.5,48.8,176,327
"544","Jan","2009","Siri Fort","rsd",7.2,49.5,223,326
"545","Jan","2009","Siri Fort","rsd",6.3,51.8,254,400
"546","Mar","2009","Siri Fort","rsd",5.5,54.5,279,396
"547","Jun","2009","Siri Fort","rsd",5.5,54,210,712
"548","Nov","2009","Siri Fort","rsd",5.8,49.2,325,506
"549","Feb","2009","Siri Fort","rsd",5,55.8,514,712
"550","Feb","2009","Siri Fort","rsd",5.8,53,231,356
"551","Feb","2009","Siri Fort","rsd",6.2,54.8,394,802
"552","Feb","2009","Siri Fort","rsd",7.2,51,399,465
"553","May","2009","Siri Fort","rsd",7.2,50.5,219,661
"554","Dec","2009","Siri Fort","rsd",7.8,51.5,470,641
"555","Mar","2009","Siri Fort","rsd",6.7,53.3,374,589
"556","Mar","2009","Siri Fort","rsd",6.8,53.7,392,758
"557","Mar","2009","Siri Fort","rsd",6.5,53.3,250,677
"558","Mar","2009","Siri Fort","rsd",6.7,51.2,270,578
"559","Jun","2009","Siri Fort","rsd",6.2,48.5,274,447
"560","Apr","2009","Siri Fort","rsd",6.5,49.2,314,512
"561","Apr","2009","Siri Fort","rsd",5.7,51.8,343,546
"562","Apr","2009","Siri Fort","rsd",6.5,57.2,253,492
"563","Apr","2009","Siri Fort","rsd",6,61.7,392,723
"564","Apr","2009","Siri Fort","rsd",5.8,60.8,321,537
"565","May","2009","Siri Fort","rsd",6,53.7,306,523
"566","Aug","2009","Siri Fort","rsd",NA,NA,295,NA
"567","May","2009","Siri Fort","rsd",5.7,55.7,287,593
"568","May","2009","Siri Fort","rsd",5.8,53.8,367,672
"569","May","2009","Siri Fort","rsd",5.7,53.2,304,520
"570","May","2009","Siri Fort","rsd",5.5,53.3,238,507
"571","Jan","2009","Siri Fort","rsd",5.8,60.3,396,709
"572","Apr","2009","Siri Fort","rsd",5.5,62.8,400,825
"573","Sep","2009","Siri Fort","rsd",5,56.8,285,563
"574","Dec","2009","Siri Fort","rsd",5.2,55.7,426,960
"575","Jun","2009","Siri Fort","rsd",5.7,60.5,NA,532
"576","Jun","2009","Siri Fort","rsd",5.8,49.7,351,549
"577","Jun","2009","Siri Fort","rsd",5.8,50.2,472,675
"578","Jan","2009","Siri Fort","rsd",6.2,59.7,162,350
"579","Jun","2009","Siri Fort","rsd",6.3,62.8,331,571
"580","Sep","2009","Siri Fort","rsd",5.2,54.7,141,314
"581","Jul","2009","Siri Fort","rsd",5.8,55.8,258,352
"582","Jul","2009","Siri Fort","rsd",5.7,55.8,302,474
"583","Jul","2009","Siri Fort","rsd",5.5,58.5,202,354
"584","Jul","2009","Siri Fort","rsd",6.8,77.7,165,356
"585","Jul","2009","Siri Fort","rsd",5.3,54,201,338
"586","May","2009","Siri Fort","rsd",5.3,55,190,396
"587","Oct","2009","Siri Fort","rsd",4.3,53.3,190,314
"588","Aug","2009","Siri Fort","rsd",4.3,46,149,351
"589","Aug","2009","Siri Fort","rsd",5.2,53.8,225,408
"590","Aug","2009","Siri Fort","rsd",5,53.3,262,424
"591","Aug","2009","Siri Fort","rsd",4.8,52.3,104,330
"592","Mar","2009","Siri Fort","rsd",5.3,47.3,82,308
"593","Aug","2009","Siri Fort","rsd",4.8,56.2,99,310
"594","Sep","2009","Siri Fort","rsd",4.5,52.2,146,345
"595","Sep","2009","Siri Fort","rsd",5,57.2,223,374
"596","Sep","2009","Siri Fort","rsd",5,48.5,250,502
"597","May","2009","Siri Fort","rsd",4.2,43.3,174,346
"598","Aug","2009","Siri Fort","rsd",4.8,49.3,262,507
"599","Oct","2009","Siri Fort","rsd",4.5,56.8,228,341
"600","Oct","2009","Siri Fort","rsd",4.7,53,251,413
"601","Oct","2009","Siri Fort","rsd",4.5,52.3,290,429
"602","Oct","2009","Siri Fort","rsd",4.3,53.3,273,446
"603","May","2009","Siri Fort","rsd",5.5,61,231,531
"604","Oct","2009","Siri Fort","rsd",NA,NA,NA,NA
"605","Nov","2009","Siri Fort","rsd",4.5,53,95,192
"606","Nov","2009","Siri Fort","rsd",4,55.3,170,406
"607","Nov","2009","Siri Fort","rsd",4.5,53.8,204,418
"608","Nov","2009","Siri Fort","rsd",4.5,55,209,346
"609","Jun","2009","Town Hall","rsd",16.8,73,259,481
"610","Jul","2009","Town Hall","rsd",18.8,59.7,230,444
"611","Aug","2009","Town Hall","rsd",18.5,64.2,247,458
"612","Jan","2009","Town Hall","rsd",8.2,94.5,452,637
"613","Jan","2009","Town Hall","rsd",11.3,74.2,326,490
"614","Jan","2009","Town Hall","rsd",12.2,83.3,516,608
"615","Jan","2009","Town Hall","rsd",7.5,62.5,223,344
"616","Jan","2009","Town Hall","rsd",12.5,74.5,278,376
"617","Mar","2009","Town Hall","rsd",10,107.3,466,686
"618","Apr","2009","Town Hall","rsd",15,95.8,393,626
"619","May","2009","Town Hall","rsd",25,94.7,397,544
"620","Oct","2009","Town Hall","rsd",11.5,55.3,249,410
"621","Nov","2009","Town Hall","rsd",11.5,41.8,176,297
"622","Feb","2009","Town Hall","rsd",15.7,70.8,289,423
"623","Feb","2009","Town Hall","rsd",7,42.7,236,322
"624","Feb","2009","Town Hall","rsd",14,61.8,283,403
"625","Mar","2009","Town Hall","rsd",24.5,70,359,564
"626","Mar","2009","Town Hall","rsd",20.7,67.7,407,591
"627","Mar","2009","Town Hall","rsd",21.5,70.3,377,580
"628","Mar","2009","Town Hall","rsd",12,51.7,400,663
"629","Mar","2009","Town Hall","rsd",20.2,58,347,475
"630","Mar","2009","Town Hall","rsd",12.7,58.5,294,531
"631","Mar","2009","Town Hall","rsd",6.5,57.7,269,414
"632","Mar","2009","Town Hall","rsd",5.7,57.2,236,365
"633","Jan","2009","Town Hall","rsd",5,49.3,298,506
"634","Feb","2009","Town Hall","rsd",4.5,48.5,463,665
"635","Mar","2009","Town Hall","rsd",7.7,44.2,333,488
"636","Apr","2009","Town Hall","rsd",4,62.8,318,645
"637","Apr","2009","Town Hall","rsd",4.5,50,493,870
"638","Apr","2009","Town Hall","rsd",8.5,49.8,351,488
"639","Apr","2009","Town Hall","rsd",4.7,48,354,626
"640","Apr","2009","Town Hall","rsd",4.8,44.5,429,675
"641","Dec","2009","Town Hall","rsd",5.2,56,255,537
"642","May","2009","Town Hall","rsd",7.3,39.2,145,484
"643","May","2009","Town Hall","rsd",7.2,36.8,228,592
"644","May","2009","Town Hall","rsd",4.7,49.8,463,726
"645","May","2009","Town Hall","rsd",5.2,47.7,382,811
"646","May","2009","Town Hall","rsd",6.8,47,193,599
"647","May","2009","Town Hall","rsd",4.5,64.7,311,552
"648","May","2009","Town Hall","rsd",6.8,61.7,NA,783
"649","Feb","2009","Town Hall","rsd",NA,23.2,603,1045
"650","Mar","2009","Town Hall","rsd",NA,22.7,538,1031
"651","Apr","2009","Town Hall","rsd",NA,22.5,586,1042
"652","Sep","2009","Town Hall","rsd",NA,64.2,352,600
"653","Oct","2009","Town Hall","rsd",NA,32.5,424,600
"654","Nov","2009","Town Hall","rsd",NA,34.5,432,801
"655","Dec","2009","Town Hall","rsd",NA,41.2,510,886
"656","Jun","2009","Town Hall","rsd",2.7,34,446,783
"657","Jul","2009","Town Hall","rsd",NA,40.8,188,407
"658","Aug","2009","Town Hall","rsd",NA,25.5,156,312
"659","Sep","2009","Town Hall","rsd",NA,30.2,65,192
"660","Jul","2009","Town Hall","rsd",2.7,28.7,154,369
"661","Jul","2009","Town Hall","rsd",NA,30.7,164,288
"662","Jul","2009","Town Hall","rsd",NA,28.7,152,215
"663","Jul","2009","Town Hall","rsd",2.5,43.2,113,256
"664","Jul","2009","Town Hall","rsd",NA,47.7,94,271
"665","Apr","2009","Town Hall","rsd",NA,28.5,167,324
"666","May","2009","Town Hall","rsd",NA,20.7,164,339
"667","Jun","2009","Town Hall","rsd",4,28.1,113,384
"668","Aug","2009","Town Hall","rsd",NA,25.8,110,246
"669","Aug","2009","Town Hall","rsd",NA,25.8,178,385
"670","Aug","2009","Town Hall","rsd",NA,14.6,159,285
"671","Aug","2009","Town Hall","rsd",3.3,45.5,91,164
"672","Aug","2009","Town Hall","rsd",8.7,45.7,127,254
"673","Jan","2009","Town Hall","rsd",5.5,76.3,271,477
"674","Feb","2009","Town Hall","rsd",5.8,49,115,208
"675","Mar","2009","Town Hall","rsd",3,43.8,77,135
"676","Aug","2009","Town Hall","rsd",NA,37.5,141,198
"677","Sep","2009","Town Hall","rsd",2.7,32,51,92
"678","Oct","2009","Town Hall","rsd",NA,31.5,48,60
"679","Sep","2009","Town Hall","rsd",3.2,44.3,249,517
"680","Sep","2009","Town Hall","rsd",2.3,39.2,191,405
"681","Mar","2009","Town Hall","rsd",3.5,32.2,160,292
"682","Apr","2009","Town Hall","rsd",2.3,28.2,95,177
"683","May","2009","Town Hall","rsd",3.8,27.2,83,173
"684","Aug","2009","Town Hall","rsd",6,75.2,352,661
"685","Sep","2009","Town Hall","rsd",8.8,78.3,334,637
"686","Oct","2009","Town Hall","rsd",5.7,87.7,343,616
"687","Oct","2009","Town Hall","rsd",10.5,94.5,348,696
"688","Oct","2009","Town Hall","rsd",8.3,90.7,402,687
"689","Mar","2009","Town Hall","rsd",12.7,93.8,438,684
"690","Apr","2009","Town Hall","rsd",22,99.3,486,775
"691","May","2009","Town Hall","rsd",23.3,96.2,571,866
"692","Oct","2009","Town Hall","rsd",5.5,64.2,612,835
"693","Nov","2009","Town Hall","rsd",12.8,86,573,789
"694","Dec","2009","Town Hall","rsd",9.2,64.3,294,412
"695","Nov","2009","Town Hall","rsd",15.8,83.8,441,733
"696","Nov","2009","Town Hall","rsd",16.5,75.8,293,529
"697","Aug","2009","Town Hall","rsd",12.3,96.2,466,817
"698","Sep","2009","Town Hall","rsd",19,94.7,619,950
"699","Oct","2009","Town Hall","rsd",10.5,102.5,513,812
"700","Dec","2009","Town Hall","rsd",13.7,94,587,976
"701","Dec","2009","Town Hall","rsd",15.7,80.7,474,659
"702","Dec","2009","Town Hall","rsd",9.2,98.5,537,869
"703","Dec","2009","Town Hall","rsd",16.8,97.3,586,821
"704","Dec","2009","Town Hall","rsd",28.5,87.7,468,647
