"","mn","yr","st","typ","SO2","NO2","PM10","SPM"
"429","May","2007","Pritampura","rsd",4.2,20.8,164,NA
"430","May","2007","Pritampura","rsd",4,25.7,NA,NA
"431","May","2007","Pritampura","rsd",4,36.2,222,NA
"432","Jan","2007","Pritampura","rsd",4,36.2,185,NA
"433","Jun","2007","Pritampura","rsd",4,33.7,237,NA
"434","Nov","2007","Pritampura","rsd",4.3,30.5,290,521
"435","Jun","2007","Pritampura","rsd",4.5,20.7,207,342
"436","Jun","2007","Pritampura","rsd",4,20,215,314
"437","Jun","2007","Pritampura","rsd",4,35.5,99,291
"438","Jun","2007","Pritampura","rsd",4.3,34.8,80,208
"439","Mar","2007","Pritampura","rsd",4,34.4,116,233
"440","Jun","2007","Pritampura","rsd",4,39.7,52,201
"441","Nov","2007","Pritampura","rsd",4,35.8,54,155
"442","Jul","2007","Pritampura","rsd",4,16,40,113
"443","Jul","2007","Pritampura","rsd",4,15.5,103,430
"444","Jul","2007","Pritampura","rsd",4,18.2,50,232
"445","Jul","2007","Pritampura","rsd",4.3,19.5,42,339
"446","Feb","2007","Pritampura","rsd",4,30.4,28,75
"447","Jul","2007","Pritampura","rsd",4,34.7,15,140
"448","Oct","2007","Pritampura","rsd",4,35.7,19,167
"449","Aug","2007","Pritampura","rsd",4,22.3,80,236
"450","Aug","2007","Pritampura","rsd",4,33,35,96
"451","Aug","2007","Pritampura","rsd",4,30.3,83,207
"452","Sep","2007","Pritampura","rsd",4,29.5,60,191
"453","Sep","2007","Pritampura","rsd",4,30.8,60,245
"454","Sep","2007","Pritampura","rsd",4,30.5,NA,259
"455","Sep","2007","Pritampura","rsd",4,28.5,18,93
"456","Mar","2007","Pritampura","rsd",4,23,NA,279
"457","Aug","2007","Pritampura","rsd",4,15,NA,381
"458","Nov","2007","Pritampura","rsd",4,19,NA,277
"459","Oct","2007","Pritampura","rsd",4,21.5,NA,392
"460","Oct","2007","Pritampura","rsd",4,18.8,185,333
"461","Oct","2007","Pritampura","rsd",4,23.8,195,468
"462","Oct","2007","Pritampura","rsd",4,30.3,228,450
"463","Feb","2007","Pritampura","rsd",4,31.5,NA,473
"464","Nov","2007","Pritampura","rsd",4,35,472,824
"465","Nov","2007","Pritampura","rsd",4,31,368,477
"466","Nov","2007","Pritampura","rsd",4,40.5,209,423
"467","Nov","2007","Pritampura","rsd",4,43.8,479,877
"468","Nov","2007","Pritampura","rsd",4,33.5,218,521
"469","May","2007","Pritampura","rsd",4,34.7,230,450
"470","Oct","2007","Pritampura","rsd",4,34.8,363,710
"471","Dec","2007","Pritampura","rsd",4,38.5,211,412
"472","Dec","2007","Pritampura","rsd",4,38.2,200,441
"473","Dec","2007","Pritampura","rsd",4,41,205,434
"474","Dec","2007","Pritampura","rsd",4,37.5,199,453
"475","Apr","2007","Siri Fort","rsd",5.7,31.8,201,381
"476","Sep","2007","Siri Fort","rsd",6.2,32.7,260,456
"477","Dec","2007","Siri Fort","rsd",5.5,59.3,269,452
"478","Jan","2007","Siri Fort","rsd",4,46.5,223,455
"479","Jan","2007","Siri Fort","rsd",4.5,56,308,496
"480","Jan","2007","Siri Fort","rsd",4,45.7,241,477
"481","Feb","2007","Siri Fort","rsd",5,40.5,351,694
"482","Jul","2007","Siri Fort","rsd",5.2,30.8,172,438
"483","Dec","2007","Siri Fort","rsd",4.5,33,99,127
"484","Feb","2007","Siri Fort","rsd",4.5,32.2,135,209
"485","Feb","2007","Siri Fort","rsd",4.3,37.7,166,335
"486","Feb","2007","Siri Fort","rsd",4.3,40.5,175,302
"487","Feb","2007","Siri Fort","rsd",4.7,28.2,59,222
"488","Jul","2007","Siri Fort","rsd",5,37.2,98,165
"489","Mar","2007","Siri Fort","rsd",4,35,79,159
"490","Mar","2007","Siri Fort","rsd",4,35,88,234
"491","Mar","2007","Siri Fort","rsd",4,29,87,190
"492","Mar","2007","Siri Fort","rsd",4.3,25.3,176,363
"493","Apr","2007","Siri Fort","rsd",4.3,36,338,410
"494","Oct","2007","Siri Fort","rsd",4,34,195,338
"495","Apr","2007","Siri Fort","rsd",4.2,43,267,464
"496","Apr","2007","Siri Fort","rsd",4,39.5,433,735
"497","Apr","2007","Siri Fort","rsd",4.2,29.5,270,668
"498","Apr","2007","Siri Fort","rsd",4.3,25.3,NA,416
"499","Mar","2007","Siri Fort","rsd",4,37,216,336
"500","Aug","2007","Siri Fort","rsd",4,36.5,143,235
"501","Nov","2007","Siri Fort","rsd",4.2,38.5,159,385
"502","May","2007","Siri Fort","rsd",4.3,36.8,274,762
"503","May","2007","Siri Fort","rsd",4,41.3,368,699
"504","May","2007","Siri Fort","rsd",4,26.3,123,269
"505","May","2007","Siri Fort","rsd",4,35.8,174,239
"506","Apr","2007","Siri Fort","rsd",4,40.5,396,857
"507","Jul","2007","Siri Fort","rsd",4,41.3,379,844
"508","Dec","2007","Siri Fort","rsd",4.2,32.3,210,540
"509","Jun","2007","Siri Fort","rsd",4.2,22.2,82,233
"510","Jun","2007","Siri Fort","rsd",4,24.3,202,243
"511","Jun","2007","Siri Fort","rsd",4,41.5,100,264
"512","Jun","2007","Siri Fort","rsd",4,35.7,45,80
"513","Apr","2007","Siri Fort","rsd",4,36.3,66,102
"514","Sep","2007","Siri Fort","rsd",4,36.8,NA,105
"515","Dec","2007","Siri Fort","rsd",4,18.8,60,127
"516","Jul","2007","Siri Fort","rsd",4,37.2,83,210
"517","Jul","2007","Siri Fort","rsd",4,25.8,168,270
"518","Jul","2007","Siri Fort","rsd",4.5,20.7,114,203
"519","Jul","2007","Siri Fort","rsd",4,37.5,167,355
"520","Mar","2007","Siri Fort","rsd",4,37.3,47,104
"521","Aug","2007","Siri Fort","rsd",4,39.3,215,323
"522","Aug","2007","Siri Fort","rsd",4.2,21.5,56,151
"523","Aug","2007","Siri Fort","rsd",4.2,34.7,94,249
"524","Aug","2007","Siri Fort","rsd",4,37.7,113,262
"525","Aug","2007","Siri Fort","rsd",4,33.5,100,287
"526","Aug","2007","Siri Fort","rsd",4,34.5,60,196
"527","Jun","2007","Siri Fort","rsd",4.2,38.2,63,126
"528","Nov","2007","Siri Fort","rsd",4,36.5,117,210
"529","Sep","2007","Siri Fort","rsd",4,29.3,56,127
"530","Sep","2007","Siri Fort","rsd",4,33,106,241
"531","Sep","2007","Siri Fort","rsd",4,33.7,129,230
"532","Sep","2007","Siri Fort","rsd",4,26.8,NA,163
"533","Apr","2007","Siri Fort","rsd",4,44,NA,420
"534","Sep","2007","Siri Fort","rsd",4,43,NA,319
"535","Dec","2007","Siri Fort","rsd",4,35.2,NA,267
"536","Oct","2007","Siri Fort","rsd",4,27.8,NA,162
"537","Oct","2007","Siri Fort","rsd",4.2,46.7,NA,437
"538","Oct","2007","Siri Fort","rsd",4.2,47,303,508
"539","Oct","2007","Siri Fort","rsd",4.2,56.5,287,462
"540","May","2007","Siri Fort","rsd",4.3,53.5,297,529
"541","Nov","2007","Siri Fort","rsd",4,42.5,182,398
"542","Nov","2007","Siri Fort","rsd",5.3,55.3,285,450
"543","Nov","2007","Siri Fort","rsd",4.8,59.8,230,383
"544","Nov","2007","Siri Fort","rsd",4.8,60.8,316,516
"545","Mar","2007","Siri Fort","rsd",4.3,50.7,158,530
"546","Jun","2007","Siri Fort","rsd",4.2,47,150,241
"547","Nov","2007","Siri Fort","rsd",4.7,72.7,199,619
"548","Dec","2007","Siri Fort","rsd",4.2,55.7,191,446
"549","Dec","2007","Siri Fort","rsd",4.2,68,304,568
"550","Dec","2007","Siri Fort","rsd",4,70,177,352
"551","Jun","2007","Town Hall","rsd",17.6,85,181,452
"552","Jul","2007","Town Hall","rsd",15.4,74.9,139,480
"553","Feb","2007","Town Hall","rsd",9.2,58.6,86,236
"554","Feb","2007","Town Hall","rsd",11,73,193,562
"555","Feb","2007","Town Hall","rsd",12.9,53,120,401
"556","Feb","2007","Town Hall","rsd",17.3,73.3,138,485
"557","Feb","2007","Town Hall","rsd",21.2,93.1,229,653
"558","Feb","2007","Town Hall","rsd",17,45.7,89,320
"559","Sep","2007","Town Hall","rsd",16,70.2,85,485
"560","Oct","2007","Town Hall","rsd",16.8,92.5,90,440
"561","May","2007","Town Hall","rsd",18,81.6,115,619
"562","May","2007","Town Hall","rsd",10.8,73,64,479
"563","May","2007","Town Hall","rsd",14.5,94.9,114,517
"564","May","2007","Town Hall","rsd",9.5,86.4,129,583
"565","May","2007","Town Hall","rsd",7.7,81.8,116,374
"566","May","2007","Town Hall","rsd",17.1,83.3,162,523
"567","Jul","2007","Town Hall","rsd",NA,48,92,193
"568","Aug","2007","Town Hall","rsd",NA,42.8,73,167
"569","Sep","2007","Town Hall","rsd",9.1,67.7,64,186
"570","Aug","2007","Town Hall","rsd",NA,49.8,72,217
"571","Aug","2007","Town Hall","rsd",2.4,56.9,85,220
"572","Aug","2007","Town Hall","rsd",NA,48.8,116,236
"573","Aug","2007","Town Hall","rsd",4.7,40.7,64,188
"574","Aug","2007","Town Hall","rsd",3.6,38.5,83,181
"575","Sep","2007","Town Hall","rsd",5.6,127,178,514
"576","Oct","2007","Town Hall","rsd",9.4,135.7,185,524
"577","Nov","2007","Town Hall","rsd",4.4,142.4,218,556
"578","Oct","2007","Town Hall","rsd",9.5,87.7,85,300
"579","Oct","2007","Town Hall","rsd",7.8,103.7,207,506
"580","Oct","2007","Town Hall","rsd",8,126.3,205,583
"581","Oct","2007","Town Hall","rsd",8.9,151.9,381,883
"582","Oct","2007","Town Hall","rsd",5.4,152.9,327,832
"583","May","2007","Town Hall","rsd",10.2,116.8,485,807
"584","Jun","2007","Town Hall","rsd",29.1,150.2,606,1002
"585","Dec","2007","Town Hall","rsd",24.5,158.1,392,819
"586","Nov","2007","Town Hall","rsd",31.3,159.2,416,869
"587","Nov","2007","Town Hall","rsd",6.4,125,450,862
"588","Nov","2007","Town Hall","rsd",21.7,137.2,440,903
"589","Nov","2007","Town Hall","rsd",19.7,96.8,329,722
"590","Nov","2007","Town Hall","rsd",22.5,145,597,1044
"591","Apr","2007","Town Hall","rsd",22.2,115.4,294,633
"592","May","2007","Town Hall","rsd",23,143.8,429,787
"593","Oct","2007","Town Hall","rsd",31.2,110.7,441,795
"594","Nov","2007","Town Hall","rsd",27,93.7,268,534
"595","Dec","2007","Town Hall","rsd",19.8,94.5,356,671
"596","Dec","2007","Town Hall","rsd",15.7,101.5,319,627
"597","Dec","2007","Town Hall","rsd",15,145.2,604,922
"598","Dec","2007","Town Hall","rsd",16.2,95.3,438,762
